.	O

Sheep	O
have	O
long	O
been	O
known	O
to	O
contract	O
scrapie	O
,	O
a	O
brain-wasting	O
disease	O
similar	O
to	O
BSE	O
which	O
is	O
believed	O
to	O
have	O
been	O
transferred	O
to	O
cattle	O
through	O
feed	O
containing	O
animal	O
waste	O
.	O

Germany	S-LOC
imported	O
47,600	O
sheep	O
from	O
Britain	S-LOC
last	O
year	O
,	O
nearly	O
half	O
of	O
total	O
imports	O
.	O

-DOCSTART-	O

A	O
rare	O
early	O
handwritten	O
draft	O
of	O
a	O
song	O
by	O
U.S.	S-LOC
guitar	O
legend	O
Jimi	B-PER
Hendrix	E-PER
was	O
sold	O
for	O
almost	O
$	O
17,000	O
on	O
Thursday	O
at	O
an	O
auction	O
of	O
some	O
of	O
the	O
late	O
musician	O
's	O
favourite	O
possessions	O
.	O

that	O
is	O
to	O
end	O
the	O
state	O
of	O
hostility	O
,	O
