EU	O
rejects	O
German	S-MISC
call	O
to	O
boycott	O
British	S-MISC
lamb	O
.	O

The	O
European	O
Commission	O
said	O
on	O
Thursday	O
it	O
disagreed	O
with	O
German	S-MISC
advice	O
to	O
consumers	O
to	O
shun	O
British	S-MISC
lamb	O
until	O
scientists	O
determine	O
whether	O
mad	O
cow	O
disease	O
can	O
be	O
transmitted	O
to	O
sheep	O
.	O

Only	O
France	S-LOC
and	O
Britain	S-LOC
backed	O
Fischler	S-PER
's	O
proposal	O
.	O

British	S-MISC
farmers	O
denied	O
on	O
Thursday	O
there	O
was	O
any	O
danger	O
to	O
human	O
health	O
from	O
their	O
sheep	O
,	O
but	O
expressed	O
concern	O
that	O
German	S-MISC
government	O
advice	O
to	O
consumers	O
to	O
avoid	O
British	S-MISC
lamb	O
might	O
influence	O
consumers	O
across	O
Europe	S-LOC
.	O

"	O
What	O
we	O
have	O
to	O
be	O
extremely	O
careful	O
of	O
is	O
how	O
other	O
countries	O
are	O
going	O
to	O
take	O
Germany	S-LOC
's	O
lead	O
,	O
"	O
Welsh	O
National	O
Farmers	O
'	O
Union	O
(	O
NFU	O
)	O
chairman	O
John	B-PER
Lloyd	I-PER
Jones	E-PER
said	O
on	O
BBC	O
radio	O
.	O

Bonn	S-LOC
has	O
led	O
efforts	O
to	O
protect	O
public	O
health	O
after	O
consumer	O
confidence	O
collapsed	O
in	O
March	O
after	O
a	O
British	S-MISC
report	O
suggested	O
humans	O
could	O
contract	O
an	O
illness	O
similar	O
to	O
mad	O
cow	O
disease	O
by	O
eating	O
contaminated	O
beef	O
.	O

A	O
Florida	S-LOC
restaurant	O
paid	O
10,925	O
pounds	O
(	O
$	O
16,935	O
)	O
for	O
the	O
draft	O
of	O
"	O
Ai	B-MISC
n't	I-MISC
no	I-MISC
telling	E-MISC
"	O
,	O
which	O
Hendrix	S-PER
penned	O
on	O
a	O
piece	O
of	O
London	S-LOC
hotel	O
stationery	O
in	O
late	O
1966	O
.	O

-DOCSTART-	O

BEIJING	S-LOC
1996-08-22	O

Speaking	O
only	O
hours	O
after	O
Chinese	S-MISC
state	O
media	O
said	O
the	O
time	O
was	O
right	O
to	O
engage	O
in	O
political	O
talks	O
with	O
Taiwan	S-LOC
,	O
Foreign	O
Ministry	O
spokesman	O
Shen	B-PER
Guofang	E-PER
told	O
Reuters	O
:	O
"	O
The	O
necessary	O
atmosphere	O
for	O
the	O
opening	O
of	O
the	O
talks	O
has	O
been	O
disrupted	O
by	O
the	O
Taiwan	S-LOC
authorities	O
.	O
"	O

-DOCSTART-	O

China	S-LOC
has	O
said	O
it	O
was	O
time	O
for	O
political	O
talks	O
with	O
Taiwan	S-LOC
and	O
that	O
the	O
rival	O
island	O
should	O
take	O
practical	O
steps	O
towards	O
that	O
goal	O
.	O

Motor-bike	O
registration	O
rose	O
32.7	O
percent	O
in	O
the	O
period	O
.	O

Third	O
was	O
Ford	O
with	O
35,563	O
registrations	O
,	O
or	O
11.7	O
percent	O
.	O

Porsche	O
's	O
registrations	O
fell	O
to	O
554	O
from	O
643	O
.	O

-DOCSTART-	O

LONDON	S-LOC
1996-08-22	O

The	O
following	O
bond	O
was	O
announced	O
by	O
lead	O
manager	O
Toronto	B-PER
Dominion	E-PER
.	O

BORROWER	O
BAYERISCHE	O
VEREINSBANK	O

MOODY	O
AA1	O
LISTING	O
LUX	O
PAY	O
FREQ	O
=	O

S&P	O
=	O
DENOMS	O
(	O
K	O
)	O
1-10-100	O
SALE	O
LIMITS	O
US	S-LOC
/	O
UK	S-LOC
/	O
CA	S-LOC

MGT	O
/	O
UND	O
0.275	O
SELL	O
CONC	O
1.60	O
PRAECIP	O
=	O

Venantius	O
sets	O
$	O
300	O
million	O
January	O
1999	O
FRN	O
.	O

NOTES	O
ISSUED	O
OFF	O
EMTN	O
PROGRAMME	O

Port	O
conditions	O
from	O
Lloyds	O
Shipping	O
Intelligence	O
Service	O
--	O

Israel	S-LOC
plays	O
down	O
fears	O
of	O
war	O
with	O
Syria	S-LOC
.	O

JERUSALEM	S-LOC
1996-08-22	O

Itamar	B-PER
Rabinovich	E-PER
,	O
who	O
as	O
Israel	S-LOC
's	O
ambassador	O
to	O
Washington	S-LOC
conducted	O
unfruitful	O
negotiations	O
with	O
Syria	S-LOC
,	O
told	O
Israel	O
Radio	O
it	O
looked	O
like	O
Damascus	S-LOC
wanted	O
to	O
talk	O
rather	O
than	O
fight	O
.	O

Rabinovich	S-PER
is	O
winding	O
up	O
his	O
term	O
as	O
ambassador	O
.	O

Israel	S-LOC
on	O
Wednesday	O
sent	O
Syria	S-LOC
a	O
message	O
,	O
via	O
Washington	S-LOC
,	O
saying	O
it	O
was	O
committed	O
to	O
peace	O
and	O
wanted	O
to	O
open	O
negotiations	O
without	O
preconditions	O
.	O

But	O
it	O
slammed	O
Damascus	S-LOC
for	O
creating	O
what	O
it	O
called	O
a	O
dangerous	O
atmosphere	O
.	O

Syria	S-LOC
accused	O
Israel	S-LOC
on	O
Wednesday	O
of	O
launching	O
a	O
hysterical	O
campaign	O
against	O
it	O
after	O
Israeli	S-MISC
television	O
reported	O
that	O
Damascus	S-LOC
had	O
recently	O
test	O
fired	O
a	O
missile	O
.	O

It	O
said	O
its	O
arms	O
purchases	O
were	O
for	O
defensive	O
purposes	O
.	O

Israeli-Syrian	S-MISC
peace	O
talks	O
have	O
been	O
deadlocked	O
over	O
the	O
Golan	S-LOC
since	O
1991	O
despite	O
the	O
previous	O
government	O
's	O
willingness	O
to	O
make	O
Golan	S-LOC
concessions	O
.	O

No	O
one	O
benefits	O
from	O
wars	O
.	O
"	O

-DOCSTART-	O

"	O
This	O
is	O
not	O
true	O
.	O

He	O
said	O
that	O
there	O
are	O
an	O
estimated	O
800	O
Polish	S-MISC
nurses	O
working	O
in	O
Libya	S-LOC
.	O

Two	O
Iranian	S-MISC
opposition	O
leaders	O
meet	O
in	O
Baghdad	S-LOC
.	O

A	O
spokesman	O
for	O
the	O
group	O
said	O
the	O
meeting	O
"	O
signals	O
a	O
new	O
level	O
of	O
cooperation	O
between	O
Mujahideen	O
Khalq	O
and	O
the	O
Iranian	B-MISC
Kurdish	E-MISC
oppositions	O
"	O
.	O

Mujahideen	O
Khalq	O
said	O
Iranian	S-MISC
troops	O
had	O
also	O
been	O
shelling	O
KDP	O
positions	O
in	O
Qasri	S-LOC
region	O
in	O
Suleimaniya	S-LOC
province	O
near	O
the	O
Iranian	S-MISC
border	O
over	O
the	O
last	O
two	O
days	O
.	O

Arafat	S-PER
had	O
been	O
scheduled	O
to	O
meet	O
former	O
Israeli	S-MISC
prime	O
minister	O
Shimon	B-PER
Peres	E-PER
in	O
the	O
West	B-LOC
Bank	E-LOC
town	O
of	O
Ramallah	S-LOC
on	O
Thursday	O
but	O
the	O
venue	O
was	O
changed	O
to	O
Gaza	S-LOC
after	O
Israel	S-LOC
denied	O
flight	O
clearance	O
to	O
the	O
Palestinian	S-MISC
leader	O
's	O
helicopters	O
.	O

"	O
The	O
meeting	O
between	O
Peres	S-PER
and	O
Arafat	S-PER
will	O
take	O
place	O
at	O
Erez	S-LOC
checkpoint	O
in	O
Gaza	S-LOC
and	O
not	O
in	O
Ramallah	S-LOC
as	O
planned	O
,	O
"	O
Peres	S-PER
'	O
office	O
said	O
.	O

Afghan	S-MISC
UAE	S-LOC
embassy	O
says	O
Taleban	S-MISC
guards	O
going	O
home	O
.	O

"	O
Our	O
ambassador	O
is	O
in	O
touch	O
with	O
the	O
UAE	S-LOC
foreign	O
ministry	O
.	O

Their	O
return	O
to	O
Afghanistan	S-LOC
will	O
take	O
place	O
in	O
two	O
or	O
three	O
days	O
,	O
"	O
an	O
embassy	O
official	O
said	O
.	O

There	O
is	O
no	O
objection	O
to	O
their	O
travel	O
,	O
"	O
he	O
added	O
.	O

Kabul	S-LOC
is	O
controlled	O
by	O
President	O
Burhanuddin	B-PER
Rabbani	E-PER
's	O
government	O
,	O
which	O
Taleban	S-MISC
is	O
fighting	O
to	O
overthrow	O
.	O

The	O
embassy	O
official	O
said	O
the	O
three	O
men	O
,	O
believed	O
to	O
be	O
in	O
their	O
20s	O
,	O
were	O
currently	O
in	O
Abu	B-LOC
Dhabi	E-LOC
.	O

He	O
did	O
not	O
elaborate	O
.	O

Moscow	S-LOC
said	O
the	O
crew	O
's	O
nationality	O
was	O
coincidental	O
.	O

They	O
said	O
Zhirinovsky	S-PER
told	O
Saddam	S-PER
before	O
he	O
left	O
Baghdad	S-LOC
on	O
Wednesday	O
that	O
his	O
Liberal	O
Democratic	O
party	O
and	O
the	O
Russian	S-MISC
Duma	O
(	O
parliament	O
)	O
"	O
are	O
calling	O
for	O
an	O
immediate	O
lifting	O
of	O
the	O
embargo	O
"	O
imposed	O
on	O
Iraq	S-LOC
after	O
its	O
1990	O
invasion	O
of	O
Kuwait	S-LOC
.	O

Zhirinovsky	S-PER
said	O
on	O
Tuesday	O
he	O
would	O
press	O
the	O
Russian	S-MISC
government	O
to	O
help	O
end	O
U.N.	O
trade	O
sanctions	O
on	O
Iraq	S-LOC
and	O
blamed	O
Moscow	S-LOC
for	O
delaying	O
establishment	O
of	O
good	O
ties	O
with	O
Baghdad	S-LOC
.	O

"	O
Our	O
stand	O
is	O
firm	O
,	O
namely	O
we	O
are	O
calling	O
on	O
(	O
the	O
Russian	S-MISC
)	O
government	O
to	O
end	O
the	O
economic	O
embargo	O
on	O
Iraq	S-LOC
and	O
resume	O
trade	O
ties	O
between	O
Russia	S-LOC
and	O
Iraq	S-LOC
,	O
