shadab	O
kabir	O
2	O
4	O
0	O
87	O
35	O
21.75	O

consumer	O
magazines	O
618	O
90	O
568	O
80	O

shadab	O
kabir	O
1	O
0	O
9	O
0	O
-	O

bancomext	O
official	O
says	O
mexico	S-LOC
peso	O
level	O
suitable	O
.	O

ginebra	O
san	O
miguel	O
beat	O
shell	O
120-103	O
(	O
65-56	O
)	O

--	O
helsinki	O
newsroom	O
+358	O
-	O
0	O
-	O
680	O
50	O
245	O

state	O
facilities	O
refunding	O
bonds	O

"	O
but	O
there	O
were	O
more	O
observers	O
and	O
passers	O
by	O
,	O
"	O
he	O
said	O
.	O

1.	O
sergey	O
makarov	O
(	O
russia	S-LOC
)	O
85.26	O
metres	O

the	O
poll	O
gave	O
clinton	O
a	O
53	O
percent	O
to	O
39	O
percent	O
lead	O
over	O
dole	O
if	O
perot	O
were	O
not	O
in	O
the	O
race	O
.	O

local	O
historians	O
say	O
the	O
tradition	O
began	O
in	O
1945	O
when	O
disgruntled	O
locals	O
began	O
spontaneously	O
to	O
bombard	O
the	O
priest	O
and	O
mayor	O
at	O
the	O
annual	O
fiesta	O
in	O
bunol	S-LOC
(	O
pronounced	O
boo-nee-ol	S-LOC
)	O
.	O

golf	S-LOC
-	O
british	O
masters	O
first	O
round	O
scores	O
.	O

marc	O
dutroux	O
,	O
the	O
chief	O
accused	O
in	O
belgium	S-LOC
's	O
sensational	O
child	O
murder	O
and	O
sex	O
abuse	O
case	O
,	O
visited	O
slovakia	S-LOC
a	O
number	O
of	O
times	O
and	O
about	O
10	O
young	O
slovak	O
women	O
went	O
to	O
belgium	S-LOC
at	O
his	O
invitation	O
,	O
police	O
said	O
on	O
tuesday	O
.	O

indonesia	S-LOC
newspaper	O
reports	O
central	O
bank	O
scandal	O
.	O

she	O
looked	O
great	O
.	O

canberra	O
21	O
12	O
1	O
8	O
502	O
374	O
25	O

detroit	O
at	O
kansas	B-LOC
city	E-LOC

-docstart-	O

price	O
per	O
bushel	O
for	O
14-pct	O
protein	O
dark	O
northern	O
spring	O
,	O
durum	O
and	O
white	O
wheats	O
,	O
in	O
dollars	O
per	O
bushel	O
:	O

soccer	O
-	O
austria	S-LOC
first	O
division	O
results	O
/	O
standings	O
.	O

he	O
did	O
not	O
give	O
a	O
specific	O
time	O
for	O
the	O
ceasefire	O
but	O
said	O
the	O
united	B-LOC
states	E-LOC
looked	O
forward	O
to	O
"	O
immediate	O
implementation	O
"	O
.	O

new	B-LOC
york	E-LOC
1996-08-29	O

1996-08-28	O

the	O
purchase	O
is	O
not	O
expected	O
to	O
have	O
a	O
material	O
effect	O
o	O
sungard	O
's	O
financial	O
condition	O
or	O
results	O
of	O
operations	O
.	O

stephanie	O
had	O
two	O
children	O
with	O
ducruet	O
before	O
their	O
marriage	O
in	O
july	O
last	O
year	O
.	O

-docstart-	O

5.	O
svetlana	O
zalevskaya	O
(	O
kazakhstan	S-LOC
)	O
1.91	O

american	O
league	O

share	O
0.86	O
1.05	O
1.59	O
1.02	O

s-1	O
in	O
the	O
former	O
south	B-LOC
yemen	E-LOC
,	O
which	O
united	O
with	O
north	B-LOC
yemen	E-LOC
in	O
1990	O
.	O

to	O
the	O
delegates	O
of	O
wisconsin	S-LOC
,	O
a	O
leading	O
dairy	O
state	O
,	O
gore	O
had	O
the	O
right	O
audience	O
in	O
poking	O
fun	O
at	O
dole	O
's	O
comparison	O
to	O
addiction	O
to	O
tobacco	O
to	O
those	O
who	O
ca	O
n't	O
tolerate	O
milk	O
.	O

tsang	O
,	O
who	O
made	O
the	O
remarks	O
during	O
a	O
visit	O
to	O
new	B-LOC
zealand	E-LOC
,	O
also	O
spoke	O
strongly	O
in	O
favour	O
of	O
keeping	O
the	O
hong	B-LOC
kong	E-LOC
dollar	O
pegged	O
to	O
its	O
u.s.	S-LOC
counterpart	O
,	O
and	O
said	O
negotiations	O
with	O
china	S-LOC
on	O
next	O
year	O
's	O
budget	O
were	O
going	O
smoothly	O
.	O

interfax	O
quoted	O
russian	O
military	O
command	O
in	O
chechnya	S-LOC
as	O
saying	O
that	O
about	O
200	O
interior	O
ministry	O
forces	O
,	O
sent	O
on	O
reconaisance	O
mission	O
,	O
clashed	O
with	O
rebels	O
at	O
minutka	B-LOC
square	E-LOC
.	O

they	O
renewed	O
their	O
call	O
for	O
the	O
resignation	O
of	O
home	O
(	O
interior	O
)	O
minister	O
rafiqul	O
islam	O
.	O

in	O
spite	O
of	O
the	O
collective	O
fear	O
gripping	O
matagalpa	S-LOC
's	O
drinkers	O
,	O
local	O
women	O
expressed	O
little	O
sympathy	O
.	O

i	O
was	O
right	O
here	O
,	O
'	O
'	O
he	O
said	O
standing	O
at	O
the	O
spot	O
where	O
he	O
had	O
received	O
the	O
ball	O
for	O
the	O
kick	O
.	O

primary	O
iron	O
output	O
was	O
297,700	O
tonnes	O
,	O
14.5	O
percent	O
more	O
than	O
last	O
july	O
and	O
0.1	O
percent	O
more	O
than	O
in	O
june	O
.	O

tegucigalpa	S-LOC
1996-08-26	O

9/16	O
-	O
luo	O
yigang	O
(	O
china	S-LOC
)	O
beat	O
jason	O
wong	O
(	O
malaysia	S-LOC
)	O
15-5	O
15-6	O

eastern	O
division	O

yorkshire	O
11	O
points	O
,	O
lancashire	O
8	O
.	O

but	O
commitee	O
member	O
montgomerie	O
said	O
it	O
could	O
set	O
an	O
unhelpful	O
precedent	O
.	O
"	O

pakistan	S-LOC
first	O
innings	O

alexander	O
lebed	O
may	O
finally	O
get	O
to	O
discuss	O
his	O
chechen	O
peace	O
proposals	O
with	O
boris	O
yeltsin	O
on	O
tuesday	O
after	O
a	O
lost	O
weekend	O
in	O
the	O
region	O
when	O
he	O
was	O
forced	O
to	O
abandon	O
plans	O
to	O
sign	O
a	O
new	O
political	O
treaty	O
with	O
the	O
separatist	O
rebels	O
.	O

california	O
61	O
70	O
.466	O
14	O

*note	O
-	O
ob	O
and	O
lotte	O
played	O
two	O
games	O
.	O

ankara	S-LOC
1996-08-28	O

daoud	O
said	O
books	O
by	O
other	O
authors	O
,	O
including	O
british	O
journalist	O
patrick	O
seale	O
,	O
were	O
also	O
banned	O
.	O

10-3-30-0	O

russian	O
troops	O
began	O
to	O
pull	O
out	O
from	O
southern	O
chechnya	S-LOC
on	O
sunday	O
under	O
a	O
ceasefire	O
agreement	O
between	O
russian	O
security	O
chief	O
alexander	O
lebed	O
and	O
rebel	O
leaders	O
.	O

germany	S-LOC
's	O
agriculture	O
ministry	O
suggested	O
on	O
wednesday	O
that	O
consumers	O
avoid	O
eating	O
meat	O
from	O
british	O
sheep	O
until	O
scientists	O
determine	O
whether	O
mad	O
cow	O
disease	O
can	O
be	O
transmitted	O
to	O
the	O
animals	O
.	O

chonbuk	O
0	O
0	O
2	O
2	O
5	O
0	O

a	O
prison	O
official	O
said	O
yassin	O
had	O
a	O
mild	O
case	O
of	O
pneumonia	O
.	O

ghent	O
4	O
3	O
1	O
0	O
9	O
5	O
10	O

289	O
scott	O
hoch	O
71	O
68	O
77	O
73	O

(	O
n.	O
speak	O
65	O
not	O
out	O
,	O
n.	O
fairbrother	O
55	O
)	O
.	O

final	O
:	O

bernd	O
karbacher	O
(	O
germany	S-LOC
)	O
beat	O
jonathan	O
stark	O
(	O
u.s.	S-LOC
)	O
7-5	O
6-3	O
5-	O
7	O
7-5	O

scoreboard	O
on	O
the	O
first	O
day	O
of	O
the	O

1.	O
regina	O
jacobs	O
(	O
u.s.	S-LOC
)	O
4	O
minutes	O
01.77	O
seconds	O

baseball	O
-	O
orioles	O
'	O
manager	O
davey	O
johnson	O
hospitalized	O
.	O

traders	O
said	O
on	O
tuesday	O
after-hours	O
activity	O
was	O
light	O
.	O

2.	O
colin	O
montgomerie	O
429,449	O

first	O
race	O

the	O
plant	O
,	O
requiring	O
an	O
investment	O
of	O
three	O
billion	O
baht	O
,	O
has	O
a	O
floor	O
space	O
of	O
50,000	O
square	O
metres	O
and	O
is	O
designed	O
to	O
produce	O
600,000	O
gasoline	O
engines	O
a	O
year	O
,	O
to	O
be	O
sold	O
in	O
china	S-LOC
,	O
south	B-LOC
america	E-LOC
,	O
the	O
middle	B-LOC
east	E-LOC
and	O
africa	S-LOC
,	O
it	O
said	O
.	O

"	O
if	O
traders	O
are	O
late	O
,	O
they	O
will	O
have	O
to	O
pay	O
fines	O
worth	O
the	O
cost	O
of	O
their	O
exported	O
goods	O
,	O
