lusaka	S-LOC
1996-08-28	O

"	O
these	O
charges	O
are	O
the	O
interpretation	O
of	O
the	O
church	O
,	O
"	O
garang	S-PER
said	O
on	O
tuesday	O
.	O
"	O

7.	O
ivan	B-PER
garcia	E-PER
(	O
cuba	S-LOC
)	O
20.45	O

inzamam-ul-haq	S-PER
3	O
5	O
0	O
320	O
148	O
64.00	O

despite	O
numerous	O
problems	O
with	O
authorities	O
,	O
brunswijk	S-PER
went	O
on	O
to	O
become	O
a	O
successful	O
businessman	O
with	O
mining	O
and	O
logging	O
interests	O
.	O

major	B-MISC
league	I-MISC
baseball	E-MISC

--	O
madrid	B-ORG
newsroom	E-ORG
+34	O
1	O
585	O
2161	O

total	O
3,684	O
3,292	O
7,011	O

in	O
st	B-LOC
louis	E-LOC
,	O
gary	B-PER
sheffield	E-PER
and	O
devon	B-PER
white	E-PER
each	O
drove	O
in	O
two	O
runs	O
and	O
mark	B-PER
hutton	E-PER
scattered	O
four	O
hits	O
over	O
six	O
innings	O
to	O
lead	O
the	O
florida	B-ORG
marlins	E-ORG
past	O
the	O
st.	B-ORG
louis	I-ORG
cardinals	E-ORG
,	O
6-3	O
,	O

johnson	S-PER
,	O
the	O
200	O
metres	O
world	O
record	O
holder	O
,	O
and	O
britain	S-LOC
's	O
1992	O
olympic	S-MISC
100	O
champion	O
christie	S-PER
confirmed	O
on	O
thursday	O
that	O
they	O
would	O
join	O
100	O
record	O
holder	O
bailey	S-PER
and	O
namibia	S-LOC
's	O
frankie	B-PER
fredericks	E-PER
in	O
one	O
of	O
the	O
greatest	O
4x100	O
squads	O
ever	O
assembled	O
.	O

results	O
of	O
matches	O
on	O
the	O

attendance	O
:	O
1,800	O

--	O
garry	B-PER
west	E-PER
,	O
amsterdam	S-LOC
newsroom	O
+31	O
20	O
504	O
5000	O

new	B-LOC
delhi	E-LOC
1996-08-25	O

when	O
arafat	S-PER
returned	O
to	O
the	O
podium	O
,	O
he	O
said	O
senior	O
plo	S-ORG
negotiator	O
mahmoud	B-PER
abbas	E-PER
,	O
better	O
known	O
as	O
abu	B-PER
mazen	E-PER
,	O
and	O
netanyahu	S-PER
aide	O
dore	B-PER
gold	E-PER
could	O
meet	O
on	O
thursday	O
.	O

"	O
they	O
moult	O
in	O
the	O
summer	O
,	O
so	O
five	O
or	O
six	O
months	O
down	O
the	O
track	O
,	O
i	O
would	O
have	O
looked	O
like	O
the	O
guilty	O
party	O
,	O
"	O
drew	S-PER
said	O
.	O

tennis	O
-	O
philippoussis	S-PER
beats	O
woodforde	S-PER
in	O
u.s.	B-MISC
open	E-MISC
.	O

leading	O
prize	O
money	O

aoki	S-PER
,	O
the	O
elder	O
brother	O
of	O
reigning	O
125cc	O
world	O
champion	O
haruchika	S-PER
,	O
had	O
a	O
race-long	O
duel	O
with	O
john	B-PER
kocinski	E-PER
of	O
the	O
united	B-LOC
states	E-LOC
on	O
a	O
ducati	S-ORG
before	O
taking	O
the	O
chequered	O
flag	O
.	O

grabowski	S-PER
also	O
said	O
shareholders	O
approved	O
the	O
issue	O
of	O
1.6	O
million	O
shares	O
for	O
which	O
the	O
bonds	O
could	O
be	O
exchanged	O
,	O
a	O
ratio	O
of	O
6.4	O
shares	O
per	O
bond	O
.	O

u.s.	S-LOC
envoy	O
john	B-PER
kornblum	E-PER
met	O
serbian	S-MISC
president	O
slobodan	B-PER
milosevic	E-PER
on	O
thursday	O
in	O
an	O
effort	O
to	O
defuse	O
a	O
growing	O
crisis	O
surrounding	O
bosnia	S-LOC
's	O
post-war	O
elections	O
.	O

total	O
zagreb	B-ORG
money	I-ORG
market	E-ORG
settlements	O
shrank	O
to	O
17.4	O
million	O
kuna	O
,	O
of	O
which	O
dealers	O
put	O
new	O
borrowing	O
at	O
a	O
meagre	O
5.5	O
million	O
.	O

it	O
said	O
the	O
demise	O
of	O
the	O
net	B-MISC
book	I-MISC
agreement	E-MISC
had	O
hurt	O
the	O
british	S-MISC
operations	O
,	O
and	O
weak	O
performances	O
from	O
the	O
san	B-LOC
francisco	E-LOC
unit	O
of	O
harper-collins	S-ORG
had	O
not	O
helped	O
.	O

he	O
wrote	O
a	O
jazz	O
ballet	O
"	O
la	B-MISC
creation	I-MISC
du	I-MISC
monde	E-MISC
"	O
and	O
scores	O
for	O
many	O
films	O
including	O
an	O
early	O
version	O
of	O
"	O
madame	B-MISC
