feugill	S-PER
said	O
he	O
made	O
the	O
hot	O
,	O
heavy	O
suit	O
,	O
which	O
he	O
first	O
used	O
in	O
the	O
marines	S-ORG
,	O
by	O
attaching	O
strips	O
of	O
burlap	O
to	O
a	O
camouflage	O
outfit	O
.	O

felicia	B-PER
ballanger	E-PER
(	O
france	S-LOC
)	O
beat	O
oksana	B-PER
grichina	E-PER
(	O
russia	S-LOC
)	O
2-0	O
,	O

new	B-LOC
york	E-LOC
1996-08-23	O

bonds	S-PER
has	O
been	O
limited	O
to	O
a	O
pinch-hitting	O
role	O
since	O
an	O
mri	S-MISC
friday	O
showed	O
a	O
mild	O
strain	O
of	O
his	O
left	O
hamstring	O
.	O

the	O
pair	O
,	O
identified	O
only	O
as	O
43-year-old	O
clerk	O
dieter	B-PER
u	E-PER
and	O
businessman	O
thomas	B-PER
s	E-PER
,	O
33	O
,	O
are	O
alleged	O
to	O
have	O
carried	O
out	O
acts	O
of	O
sexual	O
indecency	O
with	O
children	O
as	O
young	O
as	O
10	O
years	O
old	O
between	O
1994	O
and	O
1995	O
.	O

--	O
london	B-ORG
newsroom	E-ORG
+44	O
171	O
542	O
7658	O

68th	O
)	O
.	O

we	O
're	O
going	O
to	O
be	O
walking	O
soon	O
--	O
and	O
swimming	O
,	O
"	O
he	O
insisted	O
cheerfully	O
from	O
his	O
bed	O
in	O
the	O
intensive	O
care	O
unit	O
.	O

the	O
brady	S-PER
bill	O
,	O
calling	O
for	O
a	O
waiting	O
period	O
before	O
someone	O
could	O
buy	O
a	O
gun	O
so	O
a	O
background	O
check	O
could	O
be	O
made	O
,	O
was	O
first	O
introduced	O
in	O
congress	S-ORG
in	O
1987	O
but	O
it	O
took	O
seven	O
years	O
to	O
pass	O
because	O
of	O
opposition	O
from	O
the	O
national	B-ORG
rifle	I-ORG
association	E-ORG
gun	O
lobby	O
.	O

-docstart-	O

decatur	S-ORG
,	O
il	S-LOC
/	O
clinton	B-ORG
and	I-ORG
cedar	I-ORG
rapids	E-ORG
,	O
ia	S-LOC

26.	O
finland	S-LOC
8.09	O

commanders	O
"	O
vicente	S-PER
"	O
and	O
"	O
oscar	S-PER
