spartak	S-ORG
3	O
1	O
1	O
1	O
3	O
3	O
4	O

-docstart-	O

"	O
today	O
was	O
very	O
quiet	O
after	O
a	O
lot	O
of	O
activity	O
on	O
tuesday	O
,	O
"	O
said	O
one	O
swiss	S-MISC
bond	O
futures	O
trader	O
.	O

chelsea	S-ORG
3	O
2	O
1	O
0	O
3	O
0	O
7	O

3.	O
aliuska	B-PER
lopez	E-PER
(	O
cuba	S-LOC
)	O
12.85	O

oval	S-LOC
on	O
friday	O
:	O

-	O
jordan	S-LOC
expresses	O
anger	O
at	O
conduct	O
of	O
some	O
iraqi	S-MISC
diplomats	O
in	O
amman	S-LOC
which	O
are	O
incompatible	O
with	O
diplomatic	O
traditions	O
.	O

gold	B-ORG
coast	E-ORG
21	O
5	O
1	O
15	O
351	O
483	O
11	O

the	O
unnamed	O
victim	O
died	O
during	O
the	O
night	O
,	O
a	O
hospital	O
spokesman	O
said	O
on	O
saturday	O
.	O

botham	S-PER
dashed	O
back	O
to	O
portsmouth	S-LOC
and	O
took	O
the	O
field	O
as	O
the	O
thrid	O
over	O
began	O
.	O

council	O
regulation	O
(	O
eec	S-ORG
)	O
no	O
4064/89	O
(	O
96	O
/	O
c	O
251/04	O
)	O

spal	S-ORG
2	O
reggiana	S-ORG
4	O

the	O
stage	O
was	O
suspended	O
but	O
the	O
four-day	O
rally	O
resumed	O
on	O
saturday	O
.	O

national	B-MISC
league	E-MISC

south	B-LOC
africa	E-LOC
-	O
tries	O
:	O
hannes	B-PER
strydom	E-PER
,	O
ruben	B-PER
kruger	E-PER
,	O
joost	B-PER
van	I-PER
der	I-PER
westhuizen	E-PER
.	O

rubin	S-PER
is	O
the	O
third	O
notable	O
withdrawal	O
from	O
the	O
women	O
's	O
competition	O
after	O
12th-ranked	O
former	O
australian	B-MISC
open	E-MISC
champion	O
mary	B-PER
pierce	E-PER
and	O
20th-ranked	O
wimbledon	S-MISC
semifinalist	O
meredith	B-PER
mcgrath	E-PER
pulled	O
out	O
earlier	O
this	O
week	O
with	O
injuries	O
.	O

"	O
we	O
were	O
not	O
allowed	O
a	O
delay	O
to	O
enable	O
us	O
to	O
transfer	O
the	O
movement	O
's	O
goods	O
and	O
documents	O
,	O
"	O
khalfallah	S-PER
added	O
in	O
a	O
statement	O
.	O

f.c.	B-ORG
national	I-ORG
bucharest	E-ORG
4	O
2	O
1	O
1	O
7	O
6	O
7	O

dundee	B-ORG
united	E-ORG
3	O
0	O
1	O
2	O
1	O
3	O
1	O

germany	S-LOC
said	O
on	O
thursday	O
it	O
had	O
received	O
assurances	O
from	O
the	O
russian	S-MISC
government	O
that	O
its	O
forces	O
would	O
observe	O
the	O
latest	O
ceasefire	O
in	O
chechnya	S-LOC
.	O

"	O
anyone	O
who	O
would	O
come	O
in	O
there	O
to	O
replace	O
him	O
would	O
have	O
awfully	O
big	O
shoes	O
to	O
fill	O
.	O
"	O

--	O
cash	O
:	O

maslova	S-PER
said	O
the	O
wound	O
had	O
affected	O
a	O
lung	O
and	O
a	O
kidney	O
.	O

1.	O
davis	B-PER
kamoga	E-PER
(	O
uganda	S-LOC
)	O
45.15	O
seconds	O

results	O
of	O
belgian	S-MISC
first	O

tbn	S-ORG
30	O
15/9	O
constanza	S-LOC
/	O
inia	S-LOC
$	O
700,000	O
ioc	S-ORG
.	O

vasilopoulos	S-PER
)	O
46.538	O

15-8	O
15-12	O

stephane	B-PER
guivarch	E-PER
(	O
rennes	S-ORG
)	O

290	O
tom	B-PER
watson	E-PER
79	O
70	O
68	O
73	O

he	O
said	O
there	O
was	O
no	O
immediate	O
explanation	O
for	O
the	O
attack	O
or	O
any	O
information	O
on	O
those	O
responsible	O
.	O

his	O
appeal	O
to	O
the	O
opposition	O
to	O
back	O
his	O
attempt	O
to	O
oust	O
iliescu	S-PER
was	O
unlikely	O
to	O
succeed	O
,	O
analysts	O
said	O
.	O

davies	S-PER
said	O
on	O
tuesday	O
the	O
pilot	O
could	O
soon	O
return	O
to	O
cuba	S-LOC
but	O
u.s.	S-LOC
authorities	O
planned	O
to	O
try	O
the	O
hijackers	O
.	O

